dependabot[bot],bump-rack-from,rack-from-2,from-2-0
melanie467,automatically-backed-up,backed-up-by,up-by-learn
tonychen257,site-updated-2020,updated-2020-01,2020-01-01
rickmarry,fix-endtime-bug,endtime-bug-that,bug-that-causes
sijie,-issue-5454,issue-5454-pulsar,5454-pulsar-client
wigforss,-maven-release,maven-release-plugin,release-plugin-prepare
ivanacostarubio,tue-dec-31,dec-31-18,31-18-55
mattmazzola,chore-release-publish,release-publish-v0,publish-v0-501
spring-buildmaster,sync-docs-from,docs-from-master,from-master-to
JackieG19,add-files-via,files-via-upload,via-upload-creating
Aaidenplays,automatically-backed-up,backed-up-by,up-by-learn
MatissJanis,monthly-data-land,data-land-rent,land-rent-riga
MlgmXyysd,mlgmxyysd-github-update,github-update-bot,update-bot-1577840106
aleciavogel,add-reducer-for,reducer-for-the,for-the-host
Eldinnie,start-of-changes,of-changes-cange,changes-cange-to
nicktackes,private-trial-added,trial-added-to,added-to-sdk
bors[bot],fix-clean-some,clean-some-docs,some-docs-ci
exxonvaldez,when-computing-end,computing-end-to,end-to-end
alvarogonzalezferrer,info-aceites-2019,aceites-2019-mucha,2019-mucha-informacion
bors[bot],fix-clean-some,clean-some-docs,some-docs-merge
NightlyD3V,adding-user-profile,user-profile-picture,profile-picture-usernames
renovate[bot],update-dependency-netlify,dependency-netlify-cms,netlify-cms-app
bradicalone,merge-pull-request,pull-request-16,request-16-from
alrikai,adding-other-tower,other-tower-properties,tower-properties-and
rupurt,disable-async-tests,async-tests-for,tests-for-events
donaldsouza,message-2020-01,2020-01-01t00,01-01t00-55
VoxelPrismatic,fixed-autodoc-program,autodoc-program-merge,program-merge-remote
shredofpiece,reimplementing-debug-level,debug-level-including,level-including-smaller
jdizz,update-readme-md,readme-md-image,md-image-size
cb-robot,couchbase-lite-android,lite-android-2,android-2-8
Anthony-Mattson,added-the-project,the-project-url,project-url-to
aqi-moscun,update-file-at,file-at-2020,at-2020-01
la60312,add-output-dir,output-dir-support,dir-support-user
beginor,zh-hans-extra,hans-extra-update,extra-update-tslint
christopherlakey,tweaks-to-exec,to-exec-model,exec-model-merge
Aaidenplays,automatically-backed-up,backed-up-by,up-by-learn
geos4s,add-sgroup07-metar,sgroup07-metar-eddn,metar-eddn-csv
mrz1836,ability-to-customize,to-customize-the,customize-the-cookie
geos4s,add-sgroup03-metar,sgroup03-metar-europe,metar-europe-csv
HaNaK0,wrote-game-instead,game-instead-of,instead-of-engine
MatoPlus,automatically-backed-up,backed-up-by,up-by-learn
zprogrammer-code,automatically-backed-up,backed-up-by,up-by-learn
allinoneapps,cron-update-1,update-1-1,1-1-20
nilp0inter,entity-base-class,base-class-thread,class-thread-and
vinamelody,graphql-update-submit,update-submit-feedback,submit-feedback-merge
jaredbucko,added-promise-to,promise-to-createpdf,to-createpdf-function
EasyThe,first-2020-commit,2020-commit-lul,commit-lul-wip
hashb,added-ol-numbering,ol-numbering-in,numbering-in-telugu
Birgerev,added-packages-reverted,packages-reverted-some,reverted-some-packages
jhumpcal,automatically-backed-up,backed-up-by,up-by-learn
christopherlakey,merge-pull-request,pull-request-190,request-190-from
pull[bot],add-usetracker-react,usetracker-react-meteor,react-meteor-data
hrsh38,updates-merge-pull,merge-pull-request,pull-request-2
JackieDiaz,automatically-backed-up,backed-up-by,up-by-learn
Sweeper777,tried-to-fixed,to-fixed-a,fixed-a-draw
bbertolani,add-checkin-module,checkin-module-update,module-update-routes
geos4s,add-sgroup07-metar,sgroup07-metar-eddp,metar-eddp-csv
davecthomas,finalized-testing-and,testing-and-committed,and-committed-import
Lili-Mae,automatically-backed-up,backed-up-by,up-by-learn
5john,2020-01-01,01-01-00,01-00-55
Lili-Mae,automatically-backed-up,backed-up-by,up-by-learn
DevMata,-recycle-add,recycle-add-engines,add-engines-required
stepancheg,mute-deprecation-warnings,deprecation-warnings-in,warnings-in-the
NatalieTapias,letters-collection-takes,collection-takes-in,takes-in-an
Sen2k9,-844-leetcode,844-leetcode-problem,leetcode-problem-solved
Chazza,gitbook-master-2,master-2-pages,2-pages-modified
Delfio,corre-es-nos,es-nos-index,nos-index-e
jessicatriana,automatically-backed-up,backed-up-by,up-by-learn
ltabis,-zap-transformed,zap-transformed-the,transformed-the-logger
neonexe,update-and-rename,and-rename-auto,rename-auto-data
albrow,switch-to-go,to-go-modules,go-modules-for
geos4s,add-sgroup07-metar,sgroup07-metar-eddt,metar-eddt-csv
imcoddy,update-gitbook-by,gitbook-by-travisci,by-travisci-with
orionstudt,existing-tests-now,tests-now-passing,now-passing-proxyfactory
confusdcodr,add-kms-encryption,kms-encryption-bumps,encryption-bumps-version
CarlLazarus,add-branch-text,branch-text-test,text-test-branching
OPSTestProduction,e2e-pr-error,pr-error-test01,error-test01-01
zprogrammer-code,automatically-backed-up,backed-up-by,up-by-learn
jeffkowalski,add-rubocop-yml,rubocop-yml-and,yml-and-address
EdwaRen,minimum-cost-connect,cost-connect-sticks,connect-sticks-prime
gtritchie,cleanup-static-html,static-html-for,html-for-accessibility
jessicatriana,automatically-backed-up,backed-up-by,up-by-learn
kiwixz,add-ide-visual,ide-visual-studio,visual-studio-code
renovate[bot],update-dependency-coveralls,dependency-coveralls-to,coveralls-to-3
RevonZev,-improve-golden,improve-golden-sword,golden-sword-pickup
yaoye-docker,update-readme-md,readme-md-merge,md-merge-pull
mattmazzola,update-samples-276,samples-276-https,276-https-circleci
nicktackes,added-private-trial,private-trial-to,trial-to-sdk
Zrondos,tutorial-how-to,how-to-connect,to-connect-xcode
zairazu,poseidon-data-inventory,data-inventory-md,inventory-md-last
akoebbe,rough-eav-implementation,eav-implementation-added,implementation-added-attribute
angelruizdev,completing-the-dots,the-dots-of,dots-of-the
RohitGarudadri,highlight-link-of,link-of-active,of-active-page
zairazu,poseidon-data-inventory,data-inventory-md,inventory-md-last
Aaidenplays,automatically-backed-up,backed-up-by,up-by-learn
brainthinks,add-boot-sector,boot-sector-fix,sector-fix-instructions
SchizoDuckie,fix-linux-setup,linux-setup-and,setup-and-icon
cory0s,axios-request-for,request-for-rooms,for-rooms-merge
geos4s,add-sgroup07-metar,sgroup07-metar-edds,metar-edds-csv
connorhw,trying-to-add,to-add-route,add-route-to
bradicalone,started-express-session,express-session-authenticate,session-authenticate-adding
Propeus,merged-pr-58,pr-58-adicionado,58-adicionado-pasta
JackHowa,delete-everything-basic,everything-basic-webpack,basic-webpack-react
sdetAutomation,update-link-to,link-to-sdetautomation,to-sdetautomation-and
liruqi,partially-convert-from,convert-from-20191220,from-20191220-stream13
QCU87Z,make-installing-feh,installing-feh-optional,feh-optional-due
canihavesomecoffee,check-locally-for,locally-for-the,for-the-file
jnjagod,media-qs-merge,qs-merge-pull,merge-pull-request
WangYuxuan93,add-input-encoder,input-encoder-for,encoder-for-easyfirstv2
JackieG19,the-program-class,program-class-will,class-will-run
jotrick,added-comment-initial,comment-initial-implementation,initial-implementation-add
mmoll,updated-hammer-cli,hammer-cli-to,cli-to-0
alex-bul,add-name-add,name-add-saving,add-saving-checkbox
donmccaughey,change-c-evo,c-evo-to,evo-to-c
NakaokaGabriel,added-functionality-to,functionality-to-create,to-create-students
sssungeun,morefragment-view-merge,view-merge-branch,merge-branch-develop
bczhc,-add-gitignore,add-gitignore-file,gitignore-file-modify
OPSTestProduction,delete-file-e2e,file-e2e-docsbranch,e2e-docsbranch-prod
unitycoder,esc-key-to,key-to-activate,to-activate-recent
Sixtomaster,add-files-via,files-via-upload,via-upload-esta
cgentemann,remake-bams-figures,bams-figures-merge,figures-merge-branch
spirillen,-skip-ci,skip-ci-commit,ci-commit-from
dhrumpy,collecting-the-data,the-data-pertaining,data-pertaining-to
aforren1,first-try-cibuildwheel,try-cibuildwheel-debug,cibuildwheel-debug-aha
kathywar,always-check-out,check-out-to,out-to-local
Dante19980224,gonna-postpone-this,postpone-this-one,this-one-and
funilrys,-autosave-testing,autosave-testing-for,testing-for-ultimate
jerryhong1,polish-for-public,for-public-view,public-view-add
traefiker,fix-command-for,command-for-use,for-use-websecure
harshPPatel,day-02-js,02-js-and,js-and-css
amoore2600,delete-atari2600-snac,atari2600-snac-20191123,snac-20191123-rbf
xjx3316,set-theme-jekyll,theme-jekyll-theme,jekyll-theme-cayman
Aaidenplays,automatically-backed-up,backed-up-by,up-by-learn
ckbball,added-catalog-service,catalog-service-address,service-address-to
anthonypetre,add-a-deployment,a-deployment-stage,deployment-stage-to
sibanez12,updated-nn-inference,nn-inference-app,inference-app-and
Taishawnk,automatically-backed-up,backed-up-by,up-by-learn
LeandroCGMS,algumas-incompatibilidades-de,incompatibilidades-de-vers,de-vers-es
m6ram,2019-12-31,12-31-h0p3,31-h0p3-wiki
Yatzii93,illidan-change-playmusic,change-playmusic-to,playmusic-to-correct
radicand,add-podman-support,podman-support-to,support-to-setup
ryanmbechtel,fix-src-filename,src-filename-in,filename-in-script
graebm,log-tests-use,tests-use-random,use-random-filenames
Birgerev,fixed-divided-by,divided-by-0,by-0-error
wigforss,-maven-release,maven-release-plugin,release-plugin-prepare
alex-lc,let-s-just,s-just-do,just-do-it
egor-tensin,ci-build-py,build-py-split,py-split-d
donaldsouza,message-2020-01,2020-01-01t00,01-01t00-56
ctrl-i,updating-the-flight,the-flight-data,flight-data-for
goedel-gang,important-discoveries-fix,discoveries-fix-problem,fix-problem-and
peytonas,overflow-scroll-with,scroll-with-morty,with-morty-library
nicktackes,deployed-e657783-with,e657783-with-mkdocs,with-mkdocs-version
CubityFirst,update-mobs-remove,mobs-remove-some,remove-some-people
MatissJanis,monthly-price-per,price-per-sqm,per-sqm-data
elbaro,update-generate-sh,generate-sh-absolute,sh-absolute-path
wigforss,-maven-release,maven-release-plugin,release-plugin-prepare
bumplzz69,fix-samples-sqlservices,samples-sqlservices-package,sqlservices-package-json
rupurt,rename-assetbalance-struct,assetbalance-struct-account,struct-account-rename
elbaro,update-generate-sh,generate-sh-absolute,sh-absolute-path
gmr,wip-commit-update,commit-update-the,update-the-example
StepanBarantsev,separated-cli-classes,cli-classes-into,classes-into-separate
joanlb,ok-5am-it,5am-it-works,it-works-for
elijahc,moved-data-sources,data-sources-to,sources-to-its
snoopycrimecop,merge-master-dorg,master-dorg-snone,dorg-snone-repository
Tyler-Duckworth,deploy-tyler-duckworth,tyler-duckworth-tyler,duckworth-tyler-duckworth
amoore2600,delete-atari2600-snac,atari2600-snac-20191122,snac-20191122-rbf
jrolstad,adding-ability-to,ability-to-get,to-get-repositories
elbaro,update-generate-sh,generate-sh-absolute,sh-absolute-path
n15g,update-loyalist-ts,loyalist-ts-62,ts-62-updated
damng,2019-12-31,12-31-19,31-19-56
jmchilton,merge-pull-request,pull-request-8813,request-8813-from
husen1003,added-table-search,table-search-admin,search-admin-profile
lzg0015,site-updated-2020,updated-2020-01,2020-01-01
perryiv,-divided-osgtools,divided-osgtools-properties,osgtools-properties-map
github-actions[bot],autogenerated-site-via,site-via-github,via-github-actions
Zevest,fixed-issue-and,issue-and-added,and-added-test
matrayu,updated-all-route,all-route-code,route-code-to
pull[bot],core-windows-wmi,windows-wmi-add,wmi-add-ability
renovate[bot],update-babel-monorepo,babel-monorepo-to,monorepo-to-7
aqi-moscun,update-file-at,file-at-2020,at-2020-01
Xapphire13,make-remote-url,remote-url-optional,url-optional-update
nicktackes,deployed-9671ea5-with,9671ea5-with-mkdocs,with-mkdocs-version
sourceconnect-tests,e2e-test-2020,test-2020-01,2020-01-01t00
spinnytea,get-some-stuff,some-stuff-on,stuff-on-the
5john,2020-01-01,01-01-00,01-00-56
gtritchie,cleanup-static-html,static-html-for,html-for-accessibility
Panzerhandschuh,full-parse-of,parse-of-coli,of-coli-file
wmfgerrit,revert-block-search,block-search-api,search-api-traffic
adithwip,initial-creation-of,creation-of-layout,of-layout-component
lboyd93,add-check-for,check-for-compress,for-compress-log
kammitama5,update-2019-12,2019-12-31,12-31-tuesday
david-cohen,-merge-branch,merge-branch-master,branch-master-of
scoffin-dev,indicate-current-mastery,current-mastery-level,mastery-level-on
gfw-breaker,-1-1,1-1-8,1-8-56
manasavesala,validation-with-different,with-different-types,different-types-of
LilyWonhalf,fixed-a-couple,a-couple-bugs,couple-bugs-with
mjhughesio,began-building-out,building-out-html,out-html-templates
RyGuy101,add-eslint-plugin,eslint-plugin-react,plugin-react-hooks
kmeisthax,add-a-convenience,a-convenience-method,convenience-method-xmlnode
wtchnm,chore-set-git,set-git-s,git-s-core
MarkCruse,add-show-hide,show-hide-continue,hide-continue-button
n15g,update-moral-high,moral-high-ground,high-ground-ts
JayDi85,-images-fixed,images-fixed-wrong,fixed-wrong-images
cjxd-bot-test,publishing-files-for,files-for-path,for-path-jenkins
zooduck,use-daylight-hours,daylight-hours-to,hours-to-get
flightlessmango,add-windows-vulkan,windows-vulkan-for,vulkan-for-stats
georgealan,inicio-do-desafio,do-desafio-final,desafio-final-da
jdorigao,menubg-signed-off,signed-off-by,off-by-juliano
hadanischal,implemented-quizbutton-and,quizbutton-and-quizresult,and-quizresult-merge
ermiry,added-base-web,base-web-cerver,web-cerver-example
renovate[bot],update-dependency-coveralls,dependency-coveralls-to,coveralls-to-3
DerekShig,added-tilt-effect,tilt-effect-to,effect-to-about
maciacco,add-configuration-file,configuration-file-add,file-add-resolution
pull[bot],-images-fixed,images-fixed-wrong,fixed-wrong-images
hunter-heidenreich,add-more-counts,more-counts-and,counts-and-hashing
wahidibrahimy,my-project-is,project-is-ready,is-ready-update
ctrl-i,updating-the-car,the-car-data,car-data-for
ravibhagavandas,nordic-fix-disconnect,fix-disconnect-wait,disconnect-wait-logic
zenspider,first-pass-reworking,pass-reworking-libraryevalcontext,reworking-libraryevalcontext-this
PikalaxALT,consume-rest-in,rest-in-markov,in-markov-command
dmkite,add-svg-merge,svg-merge-pull,merge-pull-request
codeHusky,rc2-fixes-duped,fixes-duped-keys,duped-keys-being
Kasaract,add-error-page,error-page-structure,page-structure-add
maplethorpej,added-collapse-functionality,collapse-functionality-to,functionality-to-panels
daniel-farkas-dev,rename-input-to,input-to-input,to-input-html
Alevsk,kes-fixes-fix,fixes-fix-duplicated,fix-duplicated-volume
zprogrammer-code,automatically-backed-up,backed-up-by,up-by-learn
Mark-Simulacrum,also-store-public,store-public-key,public-key-locally
bge-kernel-panic,element-properties-subroutine,properties-subroutine-element,subroutine-element-update
cykbennie,set-theme-jekyll,theme-jekyll-theme,jekyll-theme-minimal
zprogrammer-code,automatically-backed-up,backed-up-by,up-by-learn
winksaville,add-support-for,support-for-csv,for-csv-header
kraj,layer-updates-sources,updates-sources-meta,sources-meta-ti
hawkrives,move-load-transcript,load-transcript-into,transcript-into-its
zachhildreth,removed-checking-for,checking-for-invalid,for-invalid-previous
ebisuke,-merge-pull,merge-pull-request,pull-request-138
andersonmedeiros,corre-es-formul,es-formul-rio,formul-rio-cadastro
atav1k,add-twitter-meta,twitter-meta-5,meta-5-add
jnm2,report-warning-rather,warning-rather-than,rather-than-crashing
billziss-gh,build-bump-version,bump-version-to,version-to-2019
OPSTestProduction,create-a-file,a-file-e2e,file-e2e-docsbranch
dependabot[bot],build-pokedex-bump,pokedex-bump-puma,bump-puma-from
83au,update-rates-and,rates-and-gallery,and-gallery-merge
dependabot[bot],build-pokedex-bump,pokedex-bump-puma,bump-puma-from
jeffythedragonslayer,new-x-vert,x-vert-shouldn,vert-shouldn-t
dependabot[bot],build-pokedex-bump,pokedex-bump-puma,bump-puma-from
pull[bot],update-gnucash-from,gnucash-from-3,from-3-8b
ppedrot,-refman-add,refman-add-missing,add-missing-s
LeoCode0,a-adiendo-direcciones,adiendo-direcciones-a,direcciones-a-repositorio
rcelep,automatically-backed-up,backed-up-by,up-by-learn
shrutinatala,um-idk-new,idk-new-constants,new-constants-merge
Enmotus-Dave-Cohen,merge-pull-request,pull-request-23,request-23-from
dependabot[bot],build-pokedex-bump,pokedex-bump-rack,bump-rack-from
Cro5s,updated-classwork-merge,classwork-merge-branch,merge-branch-master
dependabot[bot],build-pokedex-bump,pokedex-bump-rack,bump-rack-from
jramiresbrito,feature-add-routing,add-routing-feature,routing-feature-add
darookee,debug-output-port,output-port-as,port-as-well
dependabot[bot],build-pokedex-bump,pokedex-bump-rack,bump-rack-from
ravelox,added-the-ability,the-ability-to,ability-to-specify
bge-kernel-panic,moved-enigma-files,enigma-files-to,files-to-a
dlaz1,automatically-backed-up,backed-up-by,up-by-learn
b-seite,add-hoobs-accessory,hoobs-accessory-configfile,accessory-configfile-fix
ikostan,update-check-exam,check-exam-py,exam-py-function
donaldsouza,message-2020-01,2020-01-01t00,01-01t00-57
dlaz1,automatically-backed-up,backed-up-by,up-by-learn
hacamatic,reskin-2nd-pass,2nd-pass-updates,pass-updates-to
Nicklas373,circle-ci-unified,ci-unified-test,unified-test-lto
garvankeeley,webxr-remove-camera,remove-camera-view,camera-view-when
RohitGarudadri,fixed-confirm-email,confirm-email-component,email-component-flashing
karnkaul,wip-add-glibcxx,add-glibcxx-debug,glibcxx-debug-for
bpander,prevents-a-nav,a-nav-mesh,nav-mesh-link
Guinto,added-a-trade,a-trade-thursday,trade-thursday-post
cjxd-bot-test,publishing-files-for,files-for-path,for-path-jenkins
xjx3316,set-theme-jekyll,theme-jekyll-theme,jekyll-theme-cayman
GloriousEggroll,-finally-fixed,finally-fixed-to,fixed-to-compile
li0so,article-border-i,border-i-added,i-added-the
snytkine,updated-package-json,package-json-and,json-and-package
thip0t,automatically-backed-up,backed-up-by,up-by-learn
sourceconnect-tests,e2e-test-2020,test-2020-01,2020-01-01t00
Aaidenplays,automatically-backed-up,backed-up-by,up-by-learn
johnleider,chore-presets-remove,presets-remove-test,remove-test-script
Tianyue-Zhao,first-post-added,post-added-files,added-files-to
mr926,site-updated-2020,updated-2020-01,2020-01-01
sfb-git,created-random-select,random-select-func,select-func-for
neotsn,remove-untouched-theme,untouched-theme-files,theme-files-to
Aaidenplays,automatically-backed-up,backed-up-by,up-by-learn
tumhopaasmere,gas-commit-12,commit-12-31,12-31-2019
gerases,modify-readme-to,readme-to-reflect,to-reflect-the
Selfedelics,-selfedelics-com,selfedelics-com-gitsync,com-gitsync-automatic
adon0420023,gas-commit-12,commit-12-31,12-31-2019
supertester00,gas-commit-12,commit-12-31,12-31-2019
sglucchini,added-human-input,human-input-output,input-output-story
zepumph,keyboard-dialog-wording,dialog-wording-tweaks,wording-tweaks-https
azaelthecrak,menu-redes-sociales,redes-sociales-je,sociales-je-je
itzamnamx,adding-variables-for,variables-for-health,for-health-check
bentalcode,implementing-the-merging,the-merging-intervals,merging-intervals-problem
tsugehara,-3-merge,3-merge-pull,merge-pull-request
imikejackson,updating-itkimageprocessing-submodule,itkimageprocessing-submodule-signed,submodule-signed-off
bors[bot],fix-clean-some,clean-some-docs,some-docs-ci
rcullito,greetings-because-feedback,because-feedback-is,feedback-is-important
chandler-king1011,added-an-organization,an-organization-post,organization-post-route
wigforss,-maven-release,maven-release-plugin,release-plugin-prepare
Myoldmopar,tidying-things-up,things-up-after,up-after-the
egconley,data-transfer-with,transfer-with-updates,with-updates-to
haraldschilly,auto-publish-2020,publish-2020-01,2020-01-01
bors[bot],fix-clean-some,clean-some-docs,some-docs-merge
ethanteague,theming-home-page,home-page-and,page-and-footer
5john,2020-01-01,01-01-00,01-00-57
rayjustinhuang,add-interim-version,interim-version-of,version-of-bite
aqi-moscun,update-file-at,file-at-2020,at-2020-01
wigforss,-maven-release,maven-release-plugin,release-plugin-prepare
iguessthislldo,add-cmake-commands,cmake-commands-to,commands-to-docs
mariiapecherytsia1,addtional-changes-to,changes-to-start,to-start-project
maxbachmann,deploying-to-gh,to-gh-pages,gh-pages-from
jonahjon,auto-release-164382793440,release-164382793440-dkr,164382793440-dkr-ecr
susiwen8,fix-bug-11610,bug-11610-pagination,11610-pagination-disappear
Enmotus-Dave-Cohen,-merge-branch,merge-branch-master,branch-master-of
newstools,created-text-for,text-for-url,for-url-www
tkeffer,changed-default-unit,default-unit-labels,unit-labels-to
Penguin-Guru,misc-and-more,and-more-proper,more-proper-fixes
coreyfarrell,chore-release-0,release-0-3,0-3-0
kilcmn3,automatically-backed-up,backed-up-by,up-by-learn
winksaville,add-support-for,support-for-csv,for-csv-header
renovate[bot],update-dependency-coveralls,dependency-coveralls-to,coveralls-to-3
haraldschilly,auto-publish-2020,publish-2020-01,2020-01-01
gabrielschulhof,remove-static-cast,static-cast-in,cast-in-constructor
jsonseidler,added-use-of,use-of-routes,of-routes-for
williammack,readme-clarification-resolved,clarification-resolved-keybind,resolved-keybind-conflict
CarlLazarus,add-branch-text,branch-text-test,text-test-branching
jadcoinc,created-book-controller,book-controller-merge,controller-merge-pull
xuri,add-docs-for,docs-for-3d,for-3d-cone
CorneliaKelinske,just-fiddling-around,fiddling-around-a,around-a-little
Infinisil,nixoses-update-readd,update-readd-stateversions,readd-stateversions-were
mariopineda,deploy-to-github,to-github-pages,github-pages-wed
hrsh38,updates-merge-pull,merge-pull-request,pull-request-3
AdrianValenciaSantos,final-updates-for,updates-for-mobile,for-mobile-format
40huo,deployed-9ac280c8e-with,9ac280c8e-with-mkdocs,with-mkdocs-version
MatoPlus,automatically-backed-up,backed-up-by,up-by-learn
algol60,glyphs-cope-with,cope-with-text,with-text-that
renovate[bot],bump-annotate-from,annotate-from-a05e458,from-a05e458-to
knudin,wed-jan-1,jan-1-00,1-00-57
dvliman,solved-the-extra,the-extra-space,extra-space-navigation
rdmullett,modify-file-find,file-find-to,find-to-find
AkkshayK-98,create-nlp-qa,nlp-qa-classification,qa-classification-ipynb
postal4,wed-jan-1,jan-1-00,1-00-57
JackHowa,delete-everything-basic,everything-basic-webpack,basic-webpack-react
johnleider,chore-release-publish,release-publish-s,publish-s-vuetify
Chazza,gitbook-master-3,master-3-pages,3-pages-modified
nickoneill,updated-footer-test,footer-test-some,test-some-additional
ejelome,replace-theme-with,theme-with-homepage,with-homepage-added
zprogrammer-code,automatically-backed-up,backed-up-by,up-by-learn
enigio-timebeat,tb-2020-01,2020-01-01,01-01-00
sapphire-safiya,replace-http-merge,http-merge-branch,merge-branch-master
gliwka,bump-maven-source,maven-source-plugin,source-plugin-from
jeffreyd,changed-setup-moved,setup-moved-file,moved-file-untested
mligor,added-battery-percentage,battery-percentage-for,percentage-for-thermostat
MatoPlus,automatically-backed-up,backed-up-by,up-by-learn
apan1121,-auto-add,auto-add-new,add-new-log
Gabriel-Chen,merge-changes-on,changes-on-adding,on-adding-new
localheinz,fix-remove-possibility,remove-possibility-to,possibility-to-specify
PicassoCT,version-0-659,0-659-satellites,659-satellites-work
joanlb,small-is-a,is-a-real,a-real-html
MatoPlus,automatically-backed-up,backed-up-by,up-by-learn
plastic-karma,adding-search-builder,search-builder-class,builder-class-adding
fk-github-admin,added-basic-backup,basic-backup-test,backup-test-signed
RaveElevator,added-color-levels,color-levels-on,levels-on-earthquake
RazielSystems,se-remueve-el,remueve-el-nombre,el-nombre-de
liminghuang,update-readme-with,readme-with-status,with-status-badge
davidhrbac,mirmon-export-on,export-on-wed,on-wed-01
casz,add-files-and,files-and-trees,and-trees-client
vkarai,ce-47-now,47-now-handling,now-handling-gzipped
kmcgrevey,correct-worst-fans,worst-fans-team,fans-team-id
donaldsouza,message-2020-01,2020-01-01t00,01-01t00-58
pull[bot],-ci-skip,ci-skip-create,skip-create-nightly
Danp2,chore-standardize-default,standardize-default-parameter,default-parameter-setup
dazuma,use-google-cloud,google-cloud-errors,cloud-errors-instead
RSenApps,fix-bug-where,bug-where-iterators,where-iterators-in
cmcantalupo,add-piping-to,piping-to-delegate,to-delegate-signals
stackage-curator,checking-in-nightly,in-nightly-2020,nightly-2020-01
sourceconnect-tests,e2e-test-2020,test-2020-01,2020-01-01t00
leonelcha18,creacion-de-index,de-index-html,index-html-creacion
RyuTheBoss,added-macro-for,macro-for-dynamic,for-dynamic-double
b946c5a0bf547c89,site-updated-2020,updated-2020-01,2020-01-01
stackage-curator,checking-in-nightly,in-nightly-2020,nightly-2020-01
johnleider,chore-presets-update,presets-update-invalid,update-invalid-release
mika-f,fix-deps-update,deps-update-emotion,update-emotion-monorepo
BZngr,recognize-pre-existing,pre-existing-objectstateudt,existing-objectstateudt-if
kilcmn3,automatically-backed-up,backed-up-by,up-by-learn
RSenApps,fix-bug-where,bug-where-iterators,where-iterators-in
sumupitchayan,complete-score-position,score-position-function,position-function-in
CCrelin,automatically-backed-up,backed-up-by,up-by-learn
korobla,wed-jan-1,jan-1-00,1-00-58
5john,2020-01-01,01-01-00,01-00-58
hellonicoler,automatically-backed-up,backed-up-by,up-by-learn
deathvango,deal-with-different,with-different-udp,different-udp-payload
ayerest,fixed-category-list,category-list-style,list-style-issue
LuisLoureiro,new-content-on,content-on-the,on-the-database
Taishawnk,automatically-backed-up,backed-up-by,up-by-learn
zchee,language-fix-handle,fix-handle-interface,handle-interface-value
haydenhw,replace-aggregation-with,aggregation-with-regualr,with-regualr-mongo
kiennq,update-readme-removed,readme-removed-older,removed-older-news
bbittiker1,update-serialize-javascript,serialize-javascript-to,javascript-to-2
orynider,update-mx-functions,mx-functions-style,functions-style-php
thip0t,automatically-backed-up,backed-up-by,up-by-learn
gvmby,automatically-backed-up,backed-up-by,up-by-learn
baiqiushi,add-bipartite-support,bipartite-support-for,support-for-tree
hellonicoler,automatically-backed-up,backed-up-by,up-by-learn
pull[bot],cleanup-static-html,static-html-for,html-for-accessibility
aleciavogel,refactor-app-jsx,app-jsx-for,jsx-for-the
n15g,update-touched-bottom,touched-bottom-ts,bottom-ts-61
kailanak1,automatically-backed-up,backed-up-by,up-by-learn
ryanwoodsmall,python3-update-to,update-to-3,to-3-7
chadian,restructure-and-rename,and-rename-src,rename-src-and
Tsanta96,fixed-minor-bug,minor-bug-in,bug-in-continuous
GDV1,revert-heran-a,heran-a-this,a-this-reverts
mpaiao,attempt-to-fix,to-fix-travis,fix-travis-ci
aqi-moscun,update-file-at,file-at-2020,at-2020-01
kslee5838,jpeg-file-delete,file-delete-too,delete-too-large
zprogrammer-code,automatically-backed-up,backed-up-by,up-by-learn
hkamran,removed-syso-statement,syso-statement-for,statement-for-stack
skyblockz,automated-database-update,database-update-changes,update-changes-changed
opensuseqa-pusher,firefox-help-menu,help-menu-kde,menu-kde-20200101
da-edra,improved-consul-metrics,consul-metrics-by,metrics-by-using
skyblockz,auto-alias-database,alias-database-update,database-update-changes
Selfedelics,-selfedelics-com,selfedelics-com-gitsync,com-gitsync-automatic
kilcmn3,automatically-backed-up,backed-up-by,up-by-learn
bizkin,add-2020-lets,2020-lets-gogit,lets-gogit-add
takelley1,remove-second-invocation,second-invocation-of,invocation-of-urxvt
wigforss,-maven-release,maven-release-plugin,release-plugin-prepare
alirizwan,support-for-non,for-non-model,non-model-graphql
Leonis0813,update-gemfile-lock,gemfile-lock-update,lock-update-changelog
boblone19,update-0x04i-testing,0x04i-testing-user,testing-user-interaction
Selfedelics,-selfedelics-com,selfedelics-com-gitsync,com-gitsync-automatic
jcarpenter11986,change-readme-md,readme-md-and,md-and-add
wigforss,-maven-release,maven-release-plugin,release-plugin-prepare
Selfedelics,-selfedelics-com,selfedelics-com-gitsync,com-gitsync-automatic
ZyCromerZ,optimize-for-2,for-2-2ghz,2-2ghz-update
ZyCromerZ,merge-remote-tracking,remote-tracking-branch,tracking-branch-github
fnando,add-jaunt-to,jaunt-to-the,to-the-bot
ZyCromerZ,merge-remote-tracking,remote-tracking-branch,tracking-branch-github
V-ACODER,site-updated-2020,updated-2020-01,2020-01-01
pull[bot],add-bed-signed,bed-signed-off,signed-off-by
kholland4,changed-client-server,client-server-mapblock,server-mapblock-updates
loreina,fixed-confirm-email,confirm-email-component,email-component-flashing
zprogrammer-code,automatically-backed-up,backed-up-by,up-by-learn
jamtot,day-19-involves,19-involves-using,involves-using-an
